Wine Name,Country,Region,Winery,Wine Type,Grape,Titles,Food Pairing
Krohn Colheita Port,N/A,N/A,N/A,N/A,N/A,"['Featured in Top 21 Colheita Port wines right now', ""Featured in Vivino's 2020 Wine Style Awards: Portuguese Colheita Port"", 'Oldest vintage available', 'Featured in Top 21 Colheita Port wines right now', ""Featured in Vivino's 2020 Wine Style Awards: Portuguese Colheita Port"", 'Oldest vintage available']",[]
